0.40741,0.23404,0.22727,0,0.19355,0.071429,0.25862,0.10417,0.22069,0.17647,0.38636,0.375,0.38462,0.42105,0.35385,0.41209,0.41667,0.43151,0.38743,0.43151,0.28,0,0.275,0,0.2459,0.28959,0.26738,0.3447,0.32852,0,0.18848,0.20606,0,0.15714,0.19444,0.22945,0.25455,0.13333,0.22945,0.21077,0.2906,0.20139,0.2,0.21111,0.22995,0.29412,0.24465,0.24012,0.28188,0.35102,0.1682,0.15426,0.16,0.17674,0.15468,0.15429,0.14578,0.20095,0.16443,0.19463,0,0,0,0,0,0.25126,0.18721,0.27419,0.24607,0.25157,0,0,0,0,0,0.19355,0.20366,0.073643,0.20122,0.13974,0.12766,0.21875,0.23333,0.23077,0.22727,0.2628,0.21315,0.26857,0.26316,0.2409,0.16883,0.23636,0.13483,0.18261,0.16892,0.27234,0.29752,0.28358,0.21264,0.30603
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14815,0.34043,0.36364,0,0.37097,0.47143,0.31897,0.44792,0.35172,0.38235,0.13636,0.15625,0.15385,0.10526,0.16923,0.098901,0.095238,0.082192,0.12565,0.082192,0.24,0,0.25,0,0.28689,0.21267,0.22995,0.15909,0.17329,0,0.31937,0.31818,0.66667,0.34286,0.31111,0.27397,0.24727,0.352,0.27397,0.29742,0.29915,0.32639,0.32857,0.33333,0.33155,0.23529,0.25688,0.2614,0.25168,0.19184,0.35474,0.35106,0.34,0.32558,0.34532,0.33333,0.35038,0.29787,0.32886,0.29195,0,0,0,0,0,0.30151,0.3653,0.29032,0.31414,0.31447,0,0,0,0,0,0.31085,0.30287,0.42636,0.30183,0.35808,0.42553,0.34375,0.33333,0.32692,0.34091,0.2901,0.33496,0.28,0.29474,0.27827,0.33766,0.30909,0.35393,0.33043,0.33784,0.22979,0.20248,0.22388,0.28736,0.19612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40741,0.40426,0.40909,0,0.41935,0.42857,0.40517,0.44792,0.4069,0.42157,0.36364,0.375,0.34615,0.42105,0.36923,0.40659,0.41071,0.43151,0.39267,0.42466,0.26667,0,0.25,0,0.2459,0.29864,0.28342,0.35227,0.33574,0,0.2199,0.24545,0.33333,0.22143,0.23889,0.24658,0.27636,0.28,0.24315,0.22248,0.41026,0.36806,0.37143,0.38889,0.40107,0.35986,0.2844,0.26748,0.36242,0.39592,0.21101,0.19681,0.215,0.20465,0.21223,0.19048,0.17391,0.21277,0.19463,0.24832,0,0,0,0,0,0.28643,0.26484,0.3172,0.29319,0.32075,0,0,0,0,0,0.19355,0.20366,0.093023,0.20427,0.17467,0.36702,0.3125,0.33333,0.28846,0.31818,0.2901,0.25579,0.30857,0.29474,0.26942,0.32468,0.32727,0.32584,0.34783,0.34459,0.2766,0.30028,0.28358,0.21839,0.30603
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037037,0.021277,0,0,0.016129,0.028571,0.017241,0,0.02069,0.019608,0.11364,0.09375,0.11538,0.052632,0.10769,0.082418,0.077381,0.054795,0.094241,0.061644,0.21333,0,0.225,0,0.22131,0.1991,0.21925,0.14394,0.16245,0,0.27225,0.2303,0,0.27857,0.25556,0.25,0.22182,0.23467,0.25342,0.26932,0,0.10417,0.1,0.066667,0.037433,0.11073,0.21407,0.231,0.10403,0.061224,0.26606,0.29787,0.285,0.29302,0.28777,0.3219,0.32992,0.28842,0.31208,0.2651,0,0,0,0,0,0.1608,0.18265,0.11828,0.1466,0.11321,0,0,0,0,0,0.30205,0.28982,0.40698,0.29268,0.32751,0.079787,0.125,0.1,0.15385,0.11364,0.157,0.1961,0.14286,0.14737,0.21141,0.16883,0.12727,0.18539,0.13913,0.14865,0.22128,0.19972,0.20896,0.28161,0.19181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
