1.7393,-2.0508,-11.663,-5.2307,-6.0506,1.3133,7.8947,35.852,-10.346,-11.457
-2.6449,2.0694,11.902,7.383,7.548,0.75022,-12.934,-34.857,12.625,8.1577
0.10961,-1.4552,15.74,15.645,10.452,-12.79,-26.624,-9.9737,1.4344,7.4619
-0.29761,0.80425,-16.022,-15.855,-8.7914,12.594,26.555,9.8871,-1.1196,-7.755
-3.4502,-20.518,2.1393,-6.0908,14.12,-2.6146,-3.3438,-2.261,11.119,10.9
7.9938,30.775,-8.1293,1.455,-1.3026,-10.895,-11.084,12.332,-0.96024,-20.185
-6.1637,-4.311,-10.336,3.3331,-9.126,7.8522,9.435,12.985,-4.7439,1.0757
0.50854,0.07015,2.4343,-0.34651,0.24908,-0.94564,-0.72565,-0.98969,0.001351,-0.25597
-0.32036,14.514,-2.2077,-7.4425,-4.7258,7.8627,5.8975,-0.73488,-4.4779,-8.3655
-0.43046,-4.2188,0.90671,2.2349,1.6211,-1.5946,-1.4415,-0.45426,0.60777,2.769
-1.7809,-2.7806,2.9067,0.42094,2.9563,0.22641,-0.66296,-2.4926,1.2774,-0.070673
1.6968,2.8165,-2.8813,-0.80251,-1.3288,-0.75113,0.55379,2.3481,-1.4033,-0.24804
0.10022,1.7258,-0.095765,3.0734,0.086156,1.4663,3.485,-4.2226,-1.4909,-4.1277
-1.6799,-1.6333,0.072784,0.20246,0.65411,-3.2432,-1.7994,2.2368,0.39353,4.796
-0.46688,-1.1106,5.02,-0.75628,-0.98791,-0.90364,-0.38921,-0.82691,0.42369,-0.0022174
-0.96559,4.8559,-1.7104,-0.76945,-0.33578,-1.3625,-2.5862,0.086529,2.5447,0.24279
8.5505,2.9989,0.44332,-2.4822,-2.4684,-4.2232,0.56456,1.8095,-1.6852,-3.5077
-11.994,-5.3406,0.11038,0.12594,-0.29075,10.126,-2.8082,1.9097,3.9633,4.1983
2.4511,6.1825,3.1039,-1.8235,-16.859,-14.015,-2.3461,16.678,19.065,-12.438
0.44526,-0.47865,-0.83054,-0.09566,1.8329,1.0842,1.5584,-0.80613,-2.2846,-0.42514
-32.986,3.5566,-6.477,-2.6364,-4.4608,27.898,19.435,-14.46,3.1988,6.9309
32.408,-4.8416,2.5621,1.3722,10.221,-19.71,-17.585,7.1673,-9.1732,-2.4196
-1.1972,7.1474,-14.256,5.9012,-6.1795,2.3472,0.81764,9.5219,-13.081,8.9783
1.6557,-5.9176,16.255,-6.708,4.0725,-2.7116,-0.1731,-6.7519,13.998,-13.718
-6.7898,-18.334,2.4899,2.5056,9.4903,4.2627,2.4811,6.1602,9.7691,-12.035
5.4086,18.818,-1.6399,-3.4249,-8.5557,-5.4668,-3.668,-3.635,-10.789,12.953
3.403,-0.099243,0.24354,-0.4485,-0.47927,0.46164,-2.7628,-0.26267,-0.039234,-0.016397
-1.8822,-0.31077,-0.0105,-0.0011894,0.077747,-0.93564,3.7073,-0.46474,-0.44998,0.26989
-4.4145,-7.6769,-1.2631,2.1816,15.322,2.7688,-3.2045,-20.967,-9.5356,26.789
-0.50375,2.5313,0.96304,-0.12923,-6.3701,-3.2039,1.2826,7.4115,6.9265,-8.9079
-7.9494,-1.0097,1.5808,-19.554,10.698,6.6828,16.153,-2.9888,6.6373,-10.25
7.1576,0.4137,-1.8083,18.258,-9.6272,-6.9829,-12.506,2.9089,-7.4479,9.6343
0.17319,2.0034,2.5576,-2.3582,-1.2887,-1.8743,-0.5227,2.9795,-2.0421,0.37227
0.10197,-0.78379,-0.51458,1.149,0.036395,0.32358,0.67774,-0.54,0.19528,-0.6456
-0.060326,-0.19892,-0.12969,-0.22403,-0.35295,-0.63121,-0.066778,-0.10954,1.9586,-0.18514
0.70346,-0.073685,0.44297,0.14175,-0.041586,0.63195,-0.54003,0.27608,-1.3683,-0.17265
-1.1476,-0.47962,-0.15536,0.35944,1.3236,-0.22018,-0.77606,0.55202,0.76197,-0.21815
1.7705,0.52289,-1.0983,-0.011519,-3.5206,5.3142,-0.86725,-0.7179,-1.5744,0.18239
5.2004,2.4477,12.963,6.7776,1.972,11.398,5.9104,10.399,-57.128,0.059589
-0.40731,0.53398,-16.306,-16.587,2.153,-10.611,2.2978,-11.258,48.845,1.339
-0.36573,-0.53784,0.18998,2.018,1.5495,0.076761,-3.7562,0.25926,1.3858,-0.81943
-0.30019,0.28794,-0.13422,-5.4159,-2.0977,-1.9713,8.6514,-1.6901,-3.8237,6.4938
3.52,-8.548,-5.3225,-5.3329,-7.3801,0.60201,14.652,0.1887,1.6368,5.9838
1.6953,12.456,-0.27976,6.4493,1.2157,0.20811,-12.311,1.3943,1.6107,-12.44
1.2067,18.393,-3.5346,0.99128,1.4634,-3.8936,-8.1373,1.0043,-4.7853,-2.7083
6.3622,-14.479,11.729,-4.0866,-7.96,-2.2144,23.619,-8.853,-10.334,6.2161
10.956,-19.09,5.0008,13.721,2.928,4.8822,-16.192,-12.641,-14.731,25.167
-10.698,18.433,-5.8059,-13.329,-10.714,-3.7281,13.626,3.4917,25.75,-17.027
2.9569,-5.3877,-1.1098,6.0532,-6.2919,0.83944,5.657,-13.678,8.0456,2.9154
-3.9688,3.044,3.7584,-3.2969,9.2536,2.4091,-4.8413,5.6728,-7.2868,-4.7442
-0.89163,-0.87156,-0.91178,-0.72767,-0.62058,-0.51357,-0.87924,-0.80909,-0.97742,-0.79746
